cluster,label,words,cluster_name
2,label116,verstärken,Tasks
2,label116,verstärkung,Tasks
2,label124,vorschrift,Tasks
2,label124,richtlinie,Tasks
2,label124,vorgabe,Tasks
2,label144,pflicht,Tasks
2,label144,einschl,Tasks
2,label144,gerichtlich,Tasks
2,label144,rechtlich,Tasks
2,label144,örtlich,Tasks
2,label144,sachlich,Tasks
2,label145,bezug,Tasks
2,label145,recht,Tasks
2,label145,leitend,Tasks
2,label145,zeitnah,Tasks
2,label145,ifsg,Tasks
2,label145,gesetz,Tasks
2,label145,süg,Tasks
2,label145,asyl,Tasks
2,label145,bgb,Tasks
2,label145,früh,Tasks
2,label145,gem,Tasks
2,label130,durchführen,Tasks
2,label130,veranlassen,Tasks
2,label130,vornehmen,Tasks
2,label101,bleiben,Tasks
2,label101,vorbehalten,Tasks
2,label101,verändern,Tasks
2,label101,warten,Tasks
2,label101,ergeben,Tasks
2,label101,ergebnis,Tasks
2,label101,beurteilen,Tasks
2,label101,prüfen,Tasks
2,label101,bewerten,Tasks
2,label101,überprüfen,Tasks
2,label48,polizeilich,Tasks
2,label48,hinsichtlich,Tasks
2,label48,organisatorisch,Tasks
2,label244,aufgabenzuschnitt,Tasks
2,label244,aufgabenbereich,Tasks
2,label244,aufgabengebiet,Tasks
2,label175,folgend,Tasks
2,label175,nachfolgend,Tasks
2,label175,anschließend,Tasks
2,label175,schließen,Tasks
2,label128,unterstützung,Tasks
2,label149,softwareentwicklung,Tasks
2,label149,fortentwicklung,Tasks
2,label149,weiterentwicklung,Tasks
2,label126,modell,Tasks
2,label126,mündel,Tasks
2,label126,pflege,Tasks
2,label126,aufzeigen,Tasks
2,label126,öffnung,Tasks
2,label126,gemeindlich,Tasks
2,label126,maßnahme,Tasks
2,label126,aktion,Tasks
2,label126,gericht,Tasks
2,label126,hersteller,Tasks
2,label126,gefördert,Tasks
2,label126,vortrag,Tasks
2,label129,absprache,Tasks
2,label129,fachabteilung,Tasks
2,label129,ausstattung,Tasks
2,label129,austausch,Tasks
2,label156,technik,Tasks
2,label156,technologie,Tasks
2,label156,interkommunal,Tasks
2,label156,kommunal,Tasks
2,label156,jahrhundert,Tasks
2,label156,struktur,Tasks
2,label160,organisation,Tasks
2,label160,innovation,Tasks
2,label160,kommission,Tasks
2,label160,institution,Tasks
2,label160,schnittstelle,Tasks
2,label160,unterstützend,Tasks
2,label77,zuständigkeitsbereich,Tasks
2,label77,öffentlichkeitsarbeit,Tasks
2,label77,informationssicherheit,Tasks
2,label77,liegenschaftskataster,Tasks
2,label157,initiative,Tasks
2,label157,kooperation,Tasks
2,label157,konzeption,Tasks
2,label157,kommunizieren,Tasks
2,label157,konzeptionell,Tasks
2,label157,lösungsansatz,Tasks
2,label157,finanziell,Tasks
2,label157,management,Tasks
2,label157,betriebsbereich,Tasks
2,label157,personalbedarf,Tasks
2,label157,administrativ,Tasks
2,label157,ganzheitlich,Tasks
2,label157,städtebaulich,Tasks
2,label157,strategisch,Tasks
2,label157,zusammenarbeit,Tasks
2,label157,netzwerkarbeit,Tasks
2,label157,projektarbeit,Tasks
2,label138,angrenzend,Tasks
2,label138,anwendung,Tasks
2,label138,fachanwendung,Tasks
2,label138,grundlegend,Tasks
2,label138,insbesondere,Tasks
2,label138,statistik,Tasks
2,label138,statistisch,Tasks
2,label138,qualitativ,Tasks
2,label138,standard,Tasks
2,label138,fördermittel,Tasks
2,label138,projektbezogen,Tasks
2,label138,publikation,Tasks
2,label138,evaluation,Tasks
2,label138,moderation,Tasks
2,label138,präsentation,Tasks
2,label138,approbation,Tasks
2,label138,kalkulation,Tasks
2,label138,kritisch,Tasks
2,label138,arbeitsablauf,Tasks
2,label138,transport,Tasks
2,label138,wartungsarbeit,Tasks
2,label127,anfallend,Tasks
2,label127,sonstig,Tasks
2,label127,notwendig,Tasks
2,label127,vorhanden,Tasks
2,label127,hilfestellung,Tasks
2,label127,support,Tasks
2,label127,ausgewählt,Tasks
2,label127,buchhaltung,Tasks
2,label127,schulung,Tasks
2,label142,studie,Tasks
2,label142,foto,Tasks
2,label142,bild,Tasks
2,label142,speziell,Tasks
2,label142,level,Tasks
2,label142,endgerät,Tasks
2,label142,problem,Tasks
2,label142,inhalt,Tasks
2,label142,digital,Tasks
2,label142,medium,Tasks
2,label142,eingang,Tasks
2,label142,zugang,Tasks
2,label142,relevant,Tasks
2,label142,system,Tasks
2,label142,auswerten,Tasks
2,label142,datenbank,Tasks
2,label142,mittels,Tasks
2,label125,mithilfe,Tasks
2,label125,ähnlich,Tasks
2,label125,elektrisch,Tasks
2,label125,technisch,Tasks
2,label125,garten,Tasks
2,label125,gärtner,Tasks
2,label125,elektronik,Tasks
2,label125,heizung,Tasks
2,label125,winterdienst,Tasks
2,label125,gerät,Tasks
2,label125,maschine,Tasks
2,label125,bedienen,Tasks
2,label125,bedienung,Tasks
2,label125,fahrt,Tasks
2,label125,fahrzeug,Tasks
2,label125,anlage,Tasks
2,label125,bauwerk,Tasks
2,label125,gebäude,Tasks
2,label125,grünanlage,Tasks
2,label125,kläranlage,Tasks
2,label125,brücke,Tasks
2,label125,straße,Tasks
2,label125,bauhof,Tasks
2,label125,baum,Tasks
2,label131,berechtigung,Tasks
2,label131,bereitstellung,Tasks
2,label131,ausrüstung,Tasks
2,label131,herstellung,Tasks
2,label131,erprobung,Tasks
2,label131,übernahme,Tasks
2,label131,verordnung,Tasks
2,label131,überprüfung,Tasks
2,label131,untersuchung,Tasks
2,label135,abhängigkeit,Tasks
2,label135,förderantrag,Tasks
2,label135,justitiariat,Tasks
2,label135,sachgebiete,Tasks
2,label135,parlamentarisch,Tasks
2,label135,fachaufsicht,Tasks
2,label135,grundsatzfrage,Tasks
2,label135,dezernatsleitung,Tasks
2,label135,fragestellung,Tasks
2,label135,angelegenheit,Tasks
2,label135,landeszentral,Tasks
2,label135,arbeitshilfe,Tasks
2,label135,arbeitsgebiet,Tasks
2,label135,arbeitsrecht,Tasks
2,label135,rechtsfrage,Tasks
2,label135,amtsleitung,Tasks
2,label135,teamleitung,Tasks
2,label135,sachbearbeitung,Tasks
2,label135,vergabestelle,Tasks
2,label135,arbeitsinhalt,Tasks
2,label135,gesundheitsamt,Tasks
2,label135,verfügbar,Tasks
2,label135,ansiedeln,Tasks
2,label135,beabsichtigen,Tasks
2,label135,fachgruppe,Tasks
2,label135,aufsicht,Tasks
2,label135,nachgeordnet,Tasks
2,label135,dauerhaft,Tasks
2,label135,praktikant,Tasks
2,label135,sekretariat,Tasks
2,label132,ausführung,Tasks
2,label132,durchführung,Tasks
2,label132,abwicklung,Tasks
2,label132,vollzug,Tasks
2,label136,assistenz,Tasks
2,label136,umfassen,Tasks
2,label136,gewerbe,Tasks
2,label136,dezentral,Tasks
2,label136,obliegen,Tasks
2,label136,ruhend,Tasks
2,label136,anhand,Tasks
2,label136,beinhalten,Tasks
2,label136,wahl,Tasks
2,label136,analog,Tasks
2,label136,fallen,Tasks
2,label136,annahme,Tasks
2,label136,ambulant,Tasks
2,label136,antrag,Tasks
2,label136,kapitel,Tasks
2,label136,dritt,Tasks
2,label136,erbracht,Tasks
2,label136,festsetzung,Tasks
2,label136,abrechnung,Tasks
2,label136,berechnung,Tasks
2,label136,rechnung,Tasks
2,label136,prüfung,Tasks
2,label136,anordnung,Tasks
2,label136,aufhebung,Tasks
2,label136,auszahlung,Tasks
2,label136,erteilung,Tasks
2,label136,duldung,Tasks
2,label136,stundung,Tasks
2,label136,erlaubnis,Tasks
2,label136,gewinnung,Tasks
2,label136,werbung,Tasks
2,label136,druck,Tasks
2,label136,direktor,Tasks
2,label136,laufend,Tasks
2,label136,lsa,Tasks
2,label136,aufnahme,Tasks
2,label136,auflage,Tasks
2,label136,ausgabe,Tasks
2,label133,instandsetzung,Tasks
2,label133,instandhaltung,Tasks
2,label133,unterhaltung,Tasks
2,label133,dokumentation,Tasks
2,label133,inventarisierung,Tasks
2,label133,flüchtling,Tasks
2,label133,unterbringung,Tasks
2,label133,bewirtschaftung,Tasks
2,label133,gewährleistung,Tasks
2,label133,sicherstellung,Tasks
2,label133,genehmigung,Tasks
2,label133,durchsetzung,Tasks
2,label133,entscheidung,Tasks
2,label133,stellvertretung,Tasks
2,label133,stellungnahme,Tasks
2,label133,dienstanweisung,Tasks
2,label133,zusammenstellung,Tasks
2,label133,bauleitplanung,Tasks
2,label133,terminüberwachung,Tasks
2,label133,dienstrechtlich,Tasks
2,label133,vergaberechtlich,Tasks
2,label133,verkehrsrechtlich,Tasks
2,label133,wasserrechtlich,Tasks
2,label133,einschließlich,Tasks
2,label133,fachtechnisch,Tasks
2,label133,asylbewerber,Tasks
2,label133,strafverfahren,Tasks
2,label133,sonderaufgabe,Tasks
2,label133,wahrnehmung,Tasks
2,label133,vorbereitend,Tasks
2,label133,weitergehend,Tasks
2,label133,beschwerde,Tasks
2,label133,schriftverkehr,Tasks
2,label133,zweckverband,Tasks
2,label133,korrespondenz,Tasks
2,label133,klageverfahren,Tasks
2,label133,widerspruch,Tasks
2,label133,rückforderung,Tasks
2,label133,zahlbarmachung,Tasks
2,label137,erfassung,Tasks
2,label137,schaffung,Tasks
2,label137,ausschuß,Tasks
2,label137,forschung,Tasks
2,label137,anfrage,Tasks
2,label137,auftrag,Tasks
2,label137,datenpflege,Tasks
2,label137,poststelle,Tasks
2,label137,formal,Tasks
2,label137,formell,Tasks
2,label137,protokoll,Tasks
2,label137,vorlage,Tasks
2,label137,planung,Tasks
2,label137,entwurf,Tasks
2,label137,plan,Tasks
2,label137,bericht,Tasks
2,label137,test,Tasks
2,label137,presse,Tasks
2,label137,stehend,Tasks
2,label137,rat,Tasks
2,label137,freigabe,Tasks
2,label137,mieten,Tasks
2,label137,satzung,Tasks
2,label137,anzeige,Tasks
2,label137,erlaß,Tasks
2,label137,verstoß,Tasks
2,label137,präventiv,Tasks
2,label137,berichtswesen,Tasks
2,label137,fortschreiben,Tasks
2,label137,einrichten,Tasks
2,label137,integriert,Tasks
2,label137,vermitteln,Tasks
2,label137,erarbeiten,Tasks
2,label137,anfertigen,Tasks
2,label137,erstellen,Tasks
2,label137,umsetzung,Tasks
2,label137,auswirkung,Tasks
2,label137,vorhaben,Tasks
2,label137,errichtung,Tasks
2,label137,investor,Tasks
2,label137,risiko,Tasks
2,label137,sicherung,Tasks
2,label137,zuwendung,Tasks
2,label137,aufklärung,Tasks
2,label137,klärung,Tasks
2,label137,gutachten,Tasks
2,label137,begehung,Tasks
2,label137,erschließung,Tasks
2,label137,beleuchtung,Tasks
2,label137,beobachtung,Tasks
2,label137,einbindung,Tasks
2,label137,führung,Tasks
2,label137,leitung,Tasks
2,label137,begleitend,Tasks
2,label137,anleitung,Tasks
2,label137,begleitung,Tasks
2,label137,betreuung,Tasks
2,label137,steuerung,Tasks
2,label137,verhandlung,Tasks
2,label137,vorgang,Tasks
2,label137,recherche,Tasks
2,label137,verbuchung,Tasks
2,label137,änderung,Tasks
2,label137,aufstellung,Tasks
2,label137,zahlstelle,Tasks
2,label137,bestellung,Tasks
2,label137,fertigung,Tasks
2,label137,erstellung,Tasks
2,label137,festlegung,Tasks
2,label137,ermittlung,Tasks
2,label137,initiierung,Tasks
2,label137,mitwirkung,Tasks
2,label137,beratung,Tasks
2,label137,bearbeitung,Tasks
2,label137,einleitung,Tasks
2,label137,vorbereitung,Tasks
2,label137,aufbereitung,Tasks
2,label137,erarbeitung,Tasks
2,label137,ausgang,Tasks
2,label137,buchung,Tasks
2,label137,meldung,Tasks
2,label137,störung,Tasks
2,label137,anpassung,Tasks
2,label137,analyse,Tasks
2,label137,auswertung,Tasks
2,label137,einhaltung,Tasks
2,label137,reinigung,Tasks
2,label137,desinfektion,Tasks
2,label137,zugewiesen,Tasks
2,label137,unterkunft,Tasks
2,label137,kontrolle,Tasks
2,label137,spielplatz,Tasks
2,label137,dazugehörig,Tasks
2,label137,grundstück,Tasks
2,label137,beauftragung,Tasks
2,label137,beschaffung,Tasks
2,label137,bauüberwachung,Tasks
2,label137,überwachung,Tasks
2,label137,aufarbeitung,Tasks
2,label137,ausstellung,Tasks
2,label137,veranstaltung,Tasks
2,label137,bauantrag,Tasks
2,label137,beantragung,Tasks
2,label137,veranlassung,Tasks
2,label137,aktenführung,Tasks
2,label137,aktualisierung,Tasks
2,label137,unterhalt,Tasks
2,label137,wartung,Tasks
2,label137,fachgerecht,Tasks
2,label137,inventur,Tasks
2,label137,material,Tasks
2,label137,firma,Tasks
2,label137,pflanze,Tasks
2,label137,beauftragt,Tasks
2,label137,reparatur,Tasks
2,label137,außenanlage,Tasks
2,label137,baustelle,Tasks
2,label137,abnahme,Tasks
2,label137,baulich,Tasks
2,label137,manuell,Tasks
2,label137,neubau,Tasks
2,label137,umbau,Tasks
2,label137,bewohner,Tasks
2,label137,weisung,Tasks
2,label137,versuch,Tasks
2,label137,bspw,Tasks
2,label137,daraus,Tasks
2,label137,mitarbeit,Tasks
2,label137,zuarbeit,Tasks
2,label137,nutzer,Tasks
2,label137,hausintern,Tasks
2,label137,extern,Tasks
2,label137,intern,Tasks
2,label137,arbeitsgruppe,Tasks
2,label137,arbeitskreis,Tasks
2,label137,operativ,Tasks
2,label137,kreiskasse,Tasks
2,label137,reibungslos,Tasks
2,label137,veränderung,Tasks
2,label137,personell,Tasks
2,label137,stellenplan,Tasks
2,label137,realisierung,Tasks
2,label137,implementierung,Tasks
2,label137,optimierung,Tasks
2,label137,referatsleitung,Tasks
2,label137,termingerecht,Tasks
2,label137,zielerreichung,Tasks
2,label137,einführung,Tasks
2,label137,federführend,Tasks
2,label137,controlling,Tasks
2,label137,monitoring,Tasks
2,label137,fortschreibung,Tasks
2,label137,abstimmung,Tasks
2,label137,koordination,Tasks
2,label137,koordinierung,Tasks
2,label137,erledigung,Tasks
2,label137,beteiligt,Tasks
2,label137,beteiligung,Tasks
2,label137,vertreter,Tasks
2,label137,vertretung,Tasks
2,label137,schreiben,Tasks
2,label137,besprechung,Tasks
2,label137,sitzung,Tasks
2,label137,vorbereiten,Tasks
2,label137,zuarbeiten,Tasks
2,label137,nachbereiten,Tasks
2,label137,nachbereitung,Tasks
2,label137,aufbereiten,Tasks
2,label137,bearbeiten,Tasks
2,label71,wirtschaftlichkeit,Tasks
2,label71,geschäftsführung,Tasks
2,label71,qualitätssicherung,Tasks
2,label71,geschäftsprozeß,Tasks
2,label71,klimaschutzkonzept,Tasks
2,label71,arbeitsgemeinschaft,Tasks
2,label71,familiengericht,Tasks
2,label71,veröffentlichung,Tasks
2,label71,berichterstattung,Tasks
2,label71,konzepterstellung,Tasks
2,label71,verwaltungsvorstand,Tasks
2,label71,haushaltsplanung,Tasks
2,label71,finanzbuchhaltung,Tasks
2,label71,kreditorenbuchhaltung,Tasks
2,label71,hochbaumaßnahme,Tasks
2,label71,sekretariatsaufgabe,Tasks
2,label71,verwaltungsaufgabe,Tasks
2,label71,verwaltungstätigkeit,Tasks
2,label71,entwicklungsplanung,Tasks
2,label71,koordinierungsstelle,Tasks
2,label71,ausnahmegenehmigung,Tasks
2,label71,beschwerdemanagement,Tasks
2,label71,ordnungswidrigkeit,Tasks
2,label71,genehmigungsverfahren,Tasks
2,label71,verwaltungsverfahren,Tasks
2,label71,leistungsbeschreibung,Tasks
2,label71,leistungsverzeichnis,Tasks
2,label71,beleuchtungsanlage,Tasks
2,label71,verwendungsnachweis,Tasks
2,label71,vergabeverfahren,Tasks
2,label71,jahresabschluß,Tasks
2,label71,rechnungsprüfung,Tasks
2,label75,aufgabenschwerpunkt,Tasks
2,label75,tätigkeitsschwerpunkt,Tasks
2,label75,abwesenheitsvertretung,Tasks
2,label75,digitalisierungsprojekt,Tasks
2,label75,integrationsmanagement,Tasks
2,label75,modernisierungsmaßnahme,Tasks
2,label75,qualitätskontrolle,Tasks
2,label75,qualitätsmanagement,Tasks
2,label134,funktion,Tasks
2,label134,kontroll,Tasks
2,label134,national,Tasks
2,label134,klimawandel,Tasks
2,label134,konzipieren,Tasks
2,label134,optimieren,Tasks
2,label134,analysieren,Tasks
2,label134,koordinieren,Tasks
2,label134,kontrollieren,Tasks
2,label134,dokumentieren,Tasks
2,label134,nebenanlage,Tasks
2,label134,maßgeblich,Tasks
2,label134,verantwortlich,Tasks
2,label134,einheitlich,Tasks
2,label134,räumlich,Tasks
2,label134,verbraucher,Tasks
2,label134,überwachen,Tasks
2,label134,vertraglich,Tasks
2,label134,fachamt,Tasks
2,label134,architekt,Tasks
2,label134,tierschutz,Tasks
2,label134,sämtlich,Tasks
2,label134,facility,Tasks
2,label134,bibliothek,Tasks
2,label134,zivil,Tasks
2,label73,vertragsmanagement,Tasks
2,label73,flächenmanagement,Tasks
2,label73,gebäudemanagement,Tasks
2,label73,energiemanagement,Tasks
2,label73,datenmanagement,Tasks
2,label73,krisenmanagement,Tasks
2,label73,wissensmanagement,Tasks
2,label73,infrastruktur,Tasks
2,label73,infrastrukturell,Tasks
2,label73,nutzerspezifisch,Tasks
2,label73,fahrbereitschaft,Tasks
2,label73,ingenieurbauwerk,Tasks
2,label73,verkehrssicherheit,Tasks
2,label73,hochwasserschutz,Tasks
2,label73,klimaschutz,Tasks
2,label73,förderprogramm,Tasks
2,label73,medizinprodukt,Tasks
2,label73,großprojekt,Tasks
2,label73,projektleitung,Tasks
2,label73,leistungsphase,Tasks
2,label73,projektsteuerung,Tasks
2,label73,ingenieurbüro,Tasks
2,label73,baumaßnahme,Tasks
2,label73,umbaumaßnahme,Tasks
2,label73,brandschutz,Tasks
2,label73,liegenschaft,Tasks
2,label73,außenstandort,Tasks
2,label73,niederlassung,Tasks
2,label73,baumanagement,Tasks
2,label73,sanierungsprojekt,Tasks
3,label232,stattfinden,Conditions
3,label232,ganztägig,Conditions
3,label232,teilzeitfähig,Conditions
3,label232,entgegenstehen,Conditions
3,label232,dienstlich,Conditions
3,label232,gewünscht,Conditions
3,label232,grundsätzlich,Conditions
3,label232,teilzeitwunsch,Conditions
3,label232,teilzeitwünsche,Conditions
3,label232,regelarbeitszeit,Conditions
3,label232,verfügbarkeit,Conditions
3,label232,entsprechen,Conditions
3,label232,erfordernis,Conditions
3,label38,teilzeitgeeignen,Conditions
3,label38,vollzeitbeschäftigung,Conditions
3,label38,teilzeitbeschäftigter,Conditions
3,label38,teilzeitbeschäftigung,Conditions
3,label233,üblich,Conditions
3,label233,beruflich,Conditions
3,label233,persönlich,Conditions
3,label233,ebenfalls,Conditions
3,label233,erfüllen,Conditions
3,label19,arbeitsplatzausstattung,Conditions
3,label19,zusatzversorgungskasse,Conditions
3,label19,konjunkturunabhängig,Conditions
3,label19,weiterbildungsmaßnahme,Conditions
3,label19,fortbildungsmöglichkeit,Conditions
3,label19,weiterbildungsmöglichkeit,Conditions
3,label19,entwicklungsmöglichkeit,Conditions
3,label19,entwicklungsperspektive,Conditions
3,label204,ausgewogen,Conditions
3,label204,abhängig,Conditions
3,label204,berufsleben,Conditions
3,label204,geltend,Conditions
3,label204,gleitend,Conditions
3,label204,reduzierung,Conditions
3,label204,arbeitstag,Conditions
3,label204,vereinbarung,Conditions
3,label204,sonderkondition,Conditions
3,label204,sportangebot,Conditions
3,label204,firmenticket,Conditions
3,label204,kostengünstig,Conditions
3,label204,premium,Conditions
3,label204,jobrad,Conditions
3,label204,corporate,Conditions
3,label204,fahrrad,Conditions
3,label204,parkplatz,Conditions
3,label204,kantine,Conditions
3,label204,kostenfrei,Conditions
3,label204,kostenlos,Conditions
3,label204,jobticket,Conditions
3,label204,vergünstigt,Conditions
3,label204,gelebt,Conditions
3,label204,bahn,Conditions
3,label204,gmbh,Conditions
3,label204,leasing,Conditions
3,label204,egym,Conditions
3,label204,wellpas,Conditions
3,label204,anreise,Conditions
3,label204,mark,Conditions
3,label204,namhaft,Conditions
3,label204,angebot,Conditions
3,label204,sport,Conditions
3,label204,mentoring,Conditions
3,label204,ergonomisch,Conditions
3,label204,coaching,Conditions
3,label204,hansefit,Conditions
3,label204,anbindung,Conditions
3,label204,wohnraum,Conditions
3,label204,wohnung,Conditions
3,label204,öpnv,Conditions
3,label204,zuschuß,Conditions
3,label204,bedarf,Conditions
3,label204,smartphone,Conditions
3,label204,notebook,Conditions
3,label204,tablet,Conditions
3,label204,anbieten,Conditions
3,label204,divers,Conditions
3,label204,übergang,Conditions
3,label204,besuch,Conditions
3,label204,getränk,Conditions
3,label204,fair,Conditions
3,label204,frei,Conditions
3,label204,plus,Conditions
3,label204,abend,Conditions
3,label204,home,Conditions
3,label204,uhr,Conditions
3,label204,vereinbart,Conditions
3,label204,erhaltend,Conditions
3,label204,ticket,Conditions
3,label204,ausgleich,Conditions
3,label204,ausgleichen,Conditions
3,label204,hauseigen,Conditions
3,label204,benefit,Conditions
3,label204,benefits,Conditions
3,label204,geregelt,Conditions
3,label204,gezielt,Conditions
3,label204,arbeitsform,Conditions
3,label204,mehrarbeit,Conditions
3,label204,weihnachten,Conditions
3,label204,arbeitsfrei,Conditions
3,label204,heiligabend,Conditions
3,label204,silvester,Conditions
3,label204,gleitzeit,Conditions
3,label204,alternierend,Conditions
3,label204,telearbeit,Conditions
3,label204,rente,Conditions
3,label204,lob,Conditions
3,label204,fort,Conditions
3,label204,vbl,Conditions
3,label204,urlaub,Conditions
3,label204,bezahlt,Conditions
3,label204,tag,Conditions
3,label204,beruf,Conditions
3,label204,mobil,Conditions
3,label204,work,Conditions
3,label204,pro,Conditions
3,label204,prämie,Conditions
3,label204,kalender,Conditions
3,label204,zvk,Conditions
3,label202,einmalzahlung,Conditions
3,label202,sonderzahlung,Conditions
3,label202,profitieren,Conditions
3,label202,tarifgerecht,Conditions
3,label202,tariferhöhung,Conditions
3,label202,tariflich,Conditions
3,label202,weihnachtsgeld,Conditions
3,label202,monatsgehalt,Conditions
3,label202,zusätzlich,Conditions
3,label202,zuzüglich,Conditions
3,label202,tarifbereich,Conditions
3,label202,jährlich,Conditions
3,label202,monatlich,Conditions
3,label202,kernarbeitszeit,Conditions
3,label202,ortsunabhängig,Conditions
3,label202,gleitzeitmodell,Conditions
3,label202,arbeitgeberanteil,Conditions
3,label202,betriebsklima,Conditions
3,label202,arbeitsplatz,Conditions
3,label202,arbeitsklima,Conditions
3,label202,arbeitsumfeld,Conditions
3,label202,krisensicher,Conditions
3,label202,krisenzeit,Conditions
3,label202,ausgestattet,Conditions
3,label202,ausstatten,Conditions
3,label202,privatleben,Conditions
3,label202,vereinbaren,Conditions
3,label202,vereinbarkeit,Conditions
3,label202,möglichkeit,Conditions
3,label202,homeoffic,Conditions
3,label202,homeoffice,Conditions
3,label202,erreichbarkeit,Conditions
3,label202,behördeneigen,Conditions
3,label202,betriebssport,Conditions
3,label202,vergünstigung,Conditions
3,label202,gesundheitskurs,Conditions
3,label202,gesundheitstag,Conditions
3,label202,bezuschusst,Conditions
3,label202,bezuschussung,Conditions
3,label202,kalenderjahr,Conditions
3,label202,sonderurlaub,Conditions
3,label202,urlaubsanspruch,Conditions
3,label202,bildungsurlaub,Conditions
3,label202,erholungsurlaub,Conditions
3,label202,jahresurlaub,Conditions
3,label202,urlaubstag,Conditions
3,label202,stellenbezogen,Conditions
3,label202,dienstradleasing,Conditions
3,label202,fahrradleasing,Conditions
3,label202,zusatzleistung,Conditions
3,label202,leistungsentgelt,Conditions
3,label202,leistungsprämie,Conditions
3,label202,sozialleistung,Conditions
3,label202,zusatzversorgung,Conditions
3,label202,altersversorgung,Conditions
3,label202,altersvorsorge,Conditions
3,label33,interessenvertretung,Conditions
3,label33,personalentwicklung,Conditions
3,label33,deutschlandjobticket,Conditions
3,label33,deutschlandticket,Conditions
3,label33,betriebssportgruppe,Conditions
3,label33,gesundheitsangebot,Conditions
3,label33,fortbildungsangebot,Conditions
3,label33,qualifizierungsangebot,Conditions
3,label33,weiterbildungsangebot,Conditions
3,label33,personennahverkehr,Conditions
3,label33,gesundheitsmanagement,Conditions
3,label33,gesundheitsfördernd,Conditions
3,label33,gesundheitsförderung,Conditions
3,label33,gesundheitsvorsorge,Conditions
3,label33,tarifbeschäftigter,Conditions
3,label33,bedarfsorientiert,Conditions
3,label33,leistungsorientiert,Conditions
3,label33,arbeitgeberfinanziert,Conditions
3,label33,arbeitgeberzuschus,Conditions
3,label33,mehrarbeitsstunde,Conditions
3,label33,hressonderzahlung,Conditions
3,label33,jahressonderzahlung,Conditions
3,label33,entgeltumwandlung,Conditions
3,label33,vermögenswirksam,Conditions
3,label33,versorgungsanstalt,Conditions
3,label33,arbeitsbedingung,Conditions
3,label33,einarbeitungszeit,Conditions
3,label33,familienfreundlich,Conditions
3,label33,überstundenausgleich,Conditions
3,label33,dienstvereinbarung,Conditions
3,label33,gleitzeitregelung,Conditions
3,label33,arbeitszeitgestaltung,Conditions
3,label33,arbeitszeitmodell,Conditions
3,label33,arbeitszeitregelung,Conditions
3,label216,hauptamt,Conditions
3,label216,jedoch,Conditions
3,label216,vornehmlich,Conditions
3,label216,schweiz,Conditions
3,label216,spät,Conditions
3,label216,möglich,Conditions
3,label216,richten,Conditions
3,label206,einstellung,Conditions
3,label206,anstellung,Conditions
3,label206,beschäftigung,Conditions
3,label29,beispielsweise,Conditions
3,label29,beziehungsweise,Conditions
3,label29,besoldungsgesetz,Conditions
3,label29,besoldungsgruppe,Conditions
3,label29,laufbahnrechtlich,Conditions
3,label29,beamtenrechtlich,Conditions
3,label29,beamtenverhältnis,Conditions
3,label29,auszuübend,Conditions
3,label29,betriebsrente,Conditions
3,label29,einstiegsgehalt,Conditions
3,label29,erziehungsdienst,Conditions
3,label29,eingruppierung,Conditions
3,label29,tarifvertrag,Conditions
3,label29,entgeltordnung,Conditions
3,label29,stellenbewertung,Conditions
3,label29,inflationsausgleich,Conditions
3,label29,stufenzuordnung,Conditions
3,label29,erfahrungsstufe,Conditions
3,label29,entgelttabelle,Conditions
3,label29,tabellenentgelt,Conditions
3,label29,gehaltsanpassung,Conditions
3,label29,regenerationstag,Conditions
3,label30,leistungsgerecht,Conditions
3,label30,zukunftssicher,Conditions
3,label30,teilzeitarbeit,Conditions
3,label30,teilzeitgeeignet,Conditions
3,label30,teilzeitmodell,Conditions
3,label30,vorbehaltlich,Conditions
3,label30,arbeitsverhältnis,Conditions
3,label30,durchschnittlich,Conditions
3,label30,wochenarbeitszeit,Conditions
3,label30,teilzeitkraft,Conditions
3,label30,vollzeitstelle,Conditions
3,label207,position,Conditions
3,label207,besetzend,Conditions
3,label207,besetzung,Conditions
3,label207,eignen,Conditions
3,label207,teilbar,Conditions
3,label207,lbesg,Conditions
3,label207,vergüten,Conditions
3,label207,befristung,Conditions
3,label207,besetzen,Conditions
3,label207,befristen,Conditions
3,label207,befristet,Conditions
3,label207,teilzeit,Conditions
3,label207,vollzeit,Conditions
3,label207,zeitpunkt,Conditions
3,label207,stellenwert,Conditions
3,label207,verbeamtet,Conditions
3,label207,anstreben,Conditions
3,label207,erfolgen,Conditions
3,label207,vorsehen,Conditions
3,label207,statusgleich,Conditions
3,label207,dienstposten,Conditions
3,label207,planstelle,Conditions
3,label207,jobsharing,Conditions
3,label207,stundenumfang,Conditions
3,label207,wöchentlich,Conditions
3,label207,wochenstunde,Conditions
3,label207,zunächst,Conditions
3,label207,regeln,Conditions
3,label207,bestimmen,Conditions
3,label207,zahlung,Conditions
3,label207,gehalt,Conditions
3,label207,entgelt,Conditions
3,label207,anlehnung,Conditions
3,label207,bezahlung,Conditions
3,label207,vergütung,Conditions
3,label207,bestimmt,Conditions
3,label207,eintritt,Conditions
3,label207,probezeit,Conditions
3,label207,entgo,Conditions
3,label207,zahlen,Conditions
3,label207,tarif,Conditions
3,label207,beamt,Conditions
3,label207,beamte,Conditions
3,label207,beamtin,Conditions
3,label207,lbeso,Conditions
3,label207,bbeso,Conditions
3,label207,besgr,Conditions
3,label207,egr,Conditions
